content,content_en
gak sign-in aplikasi curang kembang jumlah suara tps-tps masuk dalam aplikasi bisa ubah jumlah otomatis olah yang ubah contoh  jumlah suara paslon 02 tps 70 suara yang keluar aplikasi jadi 870 suara kpu suruh bayar paslon 02 prabowo-gibran nih laporin ke playstore spy aplikasi dikeluarin playstore,"don't sign-in to the cheating application, the number of votes for the tps-tps is entered in the application, you can change the number automatically if you change the example of the number of votes for candidate pair 02 tps, 70 votes that come out of the application become 870 votes, the KPU tells you to pay for candidate pair 02 Prabowo-Gibran, report it to the Playstore spy application Playstore released"
parah banget aplikasi algoritmanya olah sudah atur sesuai pesan baik satu lain malah ubah server lot parah pindai angka akurat banyak salah heran aplikasi buat perintah interface kelas aplikasi warnet anggar triliun bikin 1 aplikasi ajah kaga pernah bener,"It's really bad that the algorithm application has been set according to the message, either one or the other, it even changes the lot server, it's really bad, it scans the numbers accurately, there's a lot of mistakes, it's surprising that the application for interface commands, the internet cafe application class, budgets for trillions, just makes 1 application, it's never right."
sebenere bagus sayang sistem ambil upload file sulit terlalu rumit anda koreksi sedia file salin c hasil sendiri ukur di jangkau ambil gambar lebih enak aplikasi siap betul sering eror,"actually it's good, unfortunately the system for taking file uploads is difficult, it's too complicated, you can correct it, ready the file, copy the results yourself, measure it within reach, take better pictures, the application is ready, it's correct, it often errors"
jangan ke tahap mudah malah sulit apload sulit ui ux kes asal jadi bikin ribet entah vendor internal tim kpu buat kalian pake qa belum deploy aplikasi kalau aplikasi kayak gin sampe tanggal 15 subuh bisa upload exit plan tuju aplikasi kan pecah masalah soal input hasil tps mudah malah input hasil tps tetep susah tambah aplikasi susah jadi malah ada 2 masalah sekarang,"Don't go to the easy stage, it's difficult, uploading is difficult, UI UX, if it makes things complicated, whether the internal vendor of the KPU team is for you to use QA, you haven't deployed the application yet, if the application is like Gin, until the 15th of the morning you can upload the exit plan to the application, the problem with inputting the TPS results will be solved, it's actually easy. Inputting TPS results is still difficult, adding the application is difficult, so there are actually 2 problems now"
mohon tambah beberapa menu mode kamera akan guna beberapa kamera handphone auto mode 0 5 bisa rubah mode normal optimal  banyak masalah gambar foto jelas uji coba upload foto ada log-out log-in sendiri alhasil beberapa kali ganti password bahkan banyak foto kirim itu sangat hambat proses kirim foto sirekap,"please add several camera mode menus, it will be used by several cellphone cameras, auto mode 0 5, you can change the normal optimal mode, there are many problems with clear photo images, trying to upload photos, there is a log-out, log-in itself, the result is that several times I changed the password, even many photos were sent, the process was very slow send a photo of the recap"
kualitas gambar foto simulasi burem jelas aplikasi fitur buat fokusin camera jadi banyak banget salah baca data ada beberapa bug untuk kunci data  buat dokumen pdf loadingnya lama banget bahkan ada yang berhari2 mungkin bug baik milu tinggal berapa hari lagi aplikasi bisa bilang fungsi optimal,"The image quality of the blurry simulation photos is clear, the application has a feature to focus the camera, so there are lots of errors in reading the data, there are several bugs for data locks for PDF documents, the loading takes a really long time, some even take days, maybe bugs are good, how many days are left for the application to say that the function is optimal?"
aplikasi terlalu banyak manual bukan mudah lama jumlah manual otomatis jadi tidak sesuai suara beri tanda bisa ubah angka benar ketika kirim foto mental foto c hasil meski buram tetap lolos verifikasi bisa hapus foto dan edit jumlah suara kunci dokumen login sulit mau kirim pdf saksi awas mental lagi kalau siap jangan paksa,"too many manual applications, not easy, takes a long time, the manual number automatically doesn't match the votes, give a mark, you can change the correct number when sending a photo, mental photo C, the results, even though they are blurry, still pass verification, you can delete the photo and edit the number of votes, the login document key is difficult, I want to send a PDF, the witness is mentally alert again If you're ready, don't force it"
aplikasi kelas nasional benar benar jelek unggah gambar susah buat mode pesawat masuk angka manual lagi buat dokumen pdf nya lama mulai sore pagi tetap bisa buat tim buat aplikasi kalau komen komen gin baca baik pakai aplikasi kan kpps lancar milu juga besok yang buat lama bukan hitung suara tapi sirekap masalah bukan mudah jadi sulit,"the national class application is really bad, uploading images is difficult to use in airplane mode to enter manual numbers again to create a PDF document, it takes a long time starting in the afternoon, but you can still make a team to make an application, if you comment, read it well, use the application, KPPS will run smoothly and tomorrow, which will take a long time, won't count the votes but responding to problems is not easy, it is difficult"
bukan mudah malah sulit login error susah lama kualitas upolad gambar jelek tulis bagus malah baca verifikasi gambar lama buat berkas pdf lama segera baik memang niat mudah ,"it's not easy, it's actually difficult to log in, errors are difficult, it takes a long time, the quality of the image upload is bad, the writing is good, instead of reading, the old image verification creates an old pdf file, it's good, the intention is easy"
segera baik menu detail pilih gagal laku koreksi hasil ambil foto form c periksa form c hasil jendela periksa sesuai data bisa kasih x cross sesuai jumlah perlu koreksi muncul editable box nya terima kasih,"immediately OK, detail menu, select failed, correct the results of taking photos, form C, check form C, the results of the check window match the data, you can give an x ​​cross according to the amount that needs correction, the editable box appears, thank you"
aplikasi layak operasi 1 bisa lihat komenan kawan2 pas unggah selalu logout sendiri 2 kualitas gambar bukan salah spek android camera poto biasa jernih fokus aplikasi hasil poto buram tidak fokus manual mungkin ingat kualitas gambar hd makan simpan besar mungkin tapi kualitas buram terlalu kecil tolong baik cepat,application is suitable for operation 1 can see friends' comments when uploading always logs out itself 2 image quality is not wrong android camera specs normal photos are clear application focus photo results are blurry no manual focus maybe remember the image quality is hd eat save big maybe but the blurry quality is too small please be good quickly
mohon benah kembali tulis x kadang sering baca jadi 8 hati buat kawan si rekap tulis hijau belum data sama yang foto moga cepat si rekap fungsi mesti hari h dan mudah rekap data layak,please clean up the writing again
dasar hasil alam simulasi banyak sekali kendala sistem nya awal kirim foto kadang hasil kirim proses nya ngak padahal kualitas foto kita liat sangat pada  foto dpr saya tes satu verifikasi ngak kita coba lanjut kunci pdfkan tidak selesai semua  ulang kali coba tetap ngak di proses,"based on natural simulation results, there are a lot of system problems, at the beginning of sending photos, sometimes the sending results are not processed, even though the quality of the photos we see is very good in my dpr photos, one verification test is not there, we try to continue, the pdf key doesn't finish, everything is tried again, it still doesn't process"
aplikasi bwt formalitas aja mangkanya tiap kali baru aplikasi ada tingkat kualitas baik aplikasi kurang stabil maupun server di guna pas waktu catat hasil milu lalu aplikasi seringkali jadi error,"the application is just a formality, so every time the application is new there is a level of quality, both the application is less stable and the server is used just in time to record the results and the application often causes errors"
belum stabil masih banyak pr 1 login sulit beberapa perangkat 2 kualitas ambil foto buram 3 setel waktu mungut suara aplikasi henti force closed 4 ketika pindah nasional 1 dalam aplikasi aplikasi henti forced close 5 baca hasil ambil gambar perlu waktu sangat lama 6 salah ambil gambar terus ulang,"not yet stable, still a lot of problems 1 login is difficult on some devices 2 the quality of taking photos is blurry 3 setting the time to pick up the sound the application stops force closing 4 when moving nationally 1 in the application the application stops forcing close 5 reading the results of taking pictures takes a very long time 6 taking the wrong picture keeps repeating"
sering sekali app log out sendiri hasil gambar memang kurang jelas mohon ingat jadi foto ulang ingat foto tidak ambil galeri tulis tidak baca mohon beri ingat jg jika meng klik detail sering jadi problem shg buat sulit tugas  mohon baik,"Very often the app logs out itself, the image results are not clear, please remember, so re-photo, remember, the photo doesn't take the gallery, write, don't read, please also remind me that if you click on details, it often becomes a problem, making the task difficult, please be kind."
update 2 32 bisa login loading nya lama padahal pakai ram 8gb internal masih banyak simpan mohon tingkat kualitas foto sangat beda jauh hasil dr kamera langsung sama dr aplikasi si rekap sangat susah untuk baca batas  garis  april textnya walaupun cahaya cukup bagus,"update 2 32 can log in, it takes a long time to load even though I'm using internal 8gb RAM, there's still a lot to save, please, the level of photo quality is very different from the results from the camera directly to the results from the recap application. It's very difficult to read the lines of the April text even though the light is quite good."
developer lebih baik mundur saja profesional kembang aplikasi acara penting ini tuju digitalisasi mudah efisiensi waktu tidak aplikasi ini sulit habis banyak waktu tambah kerja bagi it kpps foto tida stabiliter auto fokus selalu gagal verifikasi foto meski foto posisi sempurna sering log out kirim foto nunggu upload foto terlalu lama ujung ujung suruh ngulangi,"Developers, it's better to just step back, be professional in developing applications for this important event, aiming for easy digitization, time efficiency, isn't this application difficult, it takes up a lot of time, extra work for it, KPPS photos are not stabilized, autofocus always fails to verify photos, even though the photo is in the perfect position, often logs out, sends photos, waits to upload photos too It took a long time at the end and told me to repeat it"
sekira siap digitalisasi engga usah paksa nanti lapang hambat sesuai foto sampe muncul bingkai kuning susah sekali yang nyoba nyampe 200an kali jepret tetep muncul bingkai kuning foto,"If you're ready to digitize, you don't need to force it, it will be slow to match the photo until the yellow frame appears, it's very difficult, if you try to take it 200 times, the yellow photo frame will still appear."
saat versi 2 41 mohon fitur kamera lebih tingkat aplikasi sinkron lensa utama handphone malah sinkron lensa ultra wide sebab hasil foto kurang maksimal bahkan kurang jelas baca teks maupun angka,"In version 2 41, the camera feature is requested to be more advanced, the application level is compatible with the cellphone's main lens, instead it is compatible with the ultra wide lens because the photo results are less than optimal and even the text and numbers are not clear enough to read."
tuju buat aplikasi mudah bukan untuk sulit  uji sabar mau login susah inisial aplikasi baharu malah akun jadi invalid username password upload gambar hasil kurang jernih  fokus rata kalau hasil foto aplikasi kurang bagus kasih opsi buat upload foto gallery baru simulasi susah pas hari h,"The goal is to make the application easy, not difficult, test your patience, it's hard to log in, the initials of the new application, instead the account becomes invalid, the username, the password, the upload of the resulting image is less clear, the focus is even, if the application photo results are not good, give the option to upload a new gallery photo, the simulation is difficult on the day"
untuk sempurna fiturnya autofokus saat scan buat gambar susah deteksi gagal kali saat hendak kirim server pemrosesan gambar sangat lambat aplikasi sekali input buat kalau ada salah dapat koreksi,"to be perfect, the autofocus feature when scanning makes images difficult to detect, it fails several times when trying to send, the image processing server is very slow, the application has one input so that if there is something wrong, it can be corrected"
developer maksimal kembang aplikasi mateng ini jangan berani rilis milu tinggal besok udah pakai buat bimtek malah problem macem2 invalid username password ada yang belum login kasi bos yang pegang aplikasi nya sabar habis jaring bagus bilang aplikasi ada jaring offline bisa buat upload kacau saran siap dulu matang 2-3 tahun trial and error baru di lepas,"Maximum developer developing this Mateng application, don't dare to release Milu, just use it tomorrow for technical guidance, instead there are various problems with invalid username, password, there are those who haven't logged in, give the boss who holds the application, be patient, the net is good, says the application has an offline net, it can make uploads chaotic, suggestions, be ready first, mature 2 -3 years of trial and error and then released"
sangat sangat uji sabar device realme c25s nyata bisa akses guys betul alami saya coba device samsung nyata bisa padahal spesifikasi device sesuai tidak jamin nyata saran depan memang aplikasi guna mudah proses milu baik siap baik mungkin jangan ini banyangkan h-8 hari aplikasi banyak kendala alhamdulillah guis diupdate udah gampang loginnya,"really, really test your patience, the realme c25s device can really be accessed, guys, it's really natural, I tried the real Samsung device, even though the device specifications are suitable, it's not guaranteed that it's real. The next suggestion is that the application is easy, the milu process is good, it's ready, maybe don't imagine that in 8 days, the application has lots of problems, thank God, guis It's updated and it's easy to log in"
username pasword salah terus padahal awal masuk gabisa ganti pasword maksutnya gimana username sama pasword sesuai kirim sama aktivasi kpu siap buat aplikasi sistem kayak kurang kalau jaring simpan pengaruh pakai device ram 8 256 guna wifi hanya saja pake sengaja masuk di aplikasi aja,"The username and password are always wrong, even though you can't change the password when you first log in, what do you mean by using the correct username and password, sending and activating, the KPU is ready to create a system application, it seems like it's not enough if the network saves the effect of using an 8 256 RAM device for WiFi, just deliberately enter it in the application."
ada aplikasi mudah proses nya nanti kalau awal udah begini banyak eror sistem jalan yabuat apa untuk aplikasi nya siap lebih matang tahun depan bintang 3 dulu misal apknya tingkat rate ulang,"there is an application that is easy to process later, if at the start it's already like this, there are lots of system errors running, so what's the point of the application, ready to be more mature next year, 3 stars first, for example the apk has a repeat rate"
belum ingin apresiasi digitalisasi aspek kait milu harus aplikasi kembang sejak lama kesan lihat baru kembang kemarin sore jangan masuk jalan inisial nya susah entah time out error lah bagai bukan mudah malah tambah masalah rasa,"Don't want to appreciate the digitalization aspect of the milu hook, you have to apply flowers for a long time, the impression of seeing new flowers yesterday afternoon, don't enter the initial road, it's difficult, whether the time out error is like it's not easy, it actually adds to the taste problem."
kalo gambar verifikasi bs hapus ato ambil ulang gambar padahal kunci masih banyak kendala lain salah satu angka hasil scan muncul seringkali tidak bs edit ini potensi panjang durasi kerja kpps banding thn 2019 kemarin,"If the verification image can be deleted or re-taken the image even though the key still has many other problems, one of the scanned numbers appears often cannot be edited. This is the potential for a long duration of KPPS work compared to last year 2019"
 hasil login eh aplikasi tutup malah error  mungkin lama waktu hitung sirekap ambil foto langsung c plano hasil foto di file  bagus ambil file sirekap bisa foto c plano lebih tanpa ganggu proses hitung lanjut  moga baik biar bintang tambah,"login results, but the application closes, it gives an error, maybe it takes a long time to calculate the sirekap, take a photo directly on the C Plano, the photo results in the file are good, take the Sirekap file, you can take more photos of the C Plano without interrupting the counting process, it's good, hope it's good so you get more stars"
kualitas kamera aplikasi nya jelek hasil foto jadi buram ku kira bakal otomatis hasil scan terang jelas nyata tidak login susah upload susah verif lama bukan cepat lambat belum siap perlu paksa hambat,"the camera quality of the application is bad, the photos are blurry, I thought it would be automatic, the scan results are clear, clear, real, no login, hard to upload, hard to verify, takes a long time, not fast, slow, not ready, needs to be forced to slow down"
aplikasi siap paksa milu tinggal hitung hari handphone ketika loading terus muncul notifikasi jadi salah siap perangkat pasti hubung internet padahal paket data jelas aktif pake wifi bisa mohon tinjau ulang cek kompatibilitas luas soal jenis handphone pakai kpps juga macam macam tidak semua handphone baru,"the application is ready to force milu, just count the days when the cellphone loads, a notification keeps appearing, so the device is not ready, it must be connected to the internet, even though the data package is clearly active using WiFi, can you please review the wide compatibility check regarding the type of cellphone using KPPS, there are also various types, not all cellphones are new"
aplikasi ini buat login malah gabisa udah masuk pin sidik jari handphone malah bisa inisial lebih baik lebih perhati tidak sulit guna nya capek kak salahin jaring terus pdhl jaring bagus banget buat scroll aplikasi tidak masalah sama sekali jaring wkwkwk lebih di perhati aplikasi ini beberapa banyak yang alami saya,"This application is for logging in but you can't even enter your cellphone fingerprint pin, you can even use initials, it's better, pay more attention, it's not difficult to use, you're tired, sis, you keep blaming the net, even though the net is really good for scrolling, the application doesn't have a problem at all, the net is more pay attention to this application, some people have experienced it I"
hasil log in buka menu aplikasi versi 2 30 sukses suruh admin grup sirekap update versi baru 2 32 akhir bisa buka menu aplikasi stuck di menu kpu aja nyesel update 2 32 baik terimakasih,log in results open application menu version 2 30 success tell sirekap group admin to update new version 2 32 finally can open application menu stuck in kpu menu just regret updating 2 32 ok thank you
aplikasi kes terlalu paksa terlalu terburu2 terlalu banyak masalah kendala lapang terlalu banyak bug versi pertama 2 30 baru berapa hari muncul 2 32 suruh simulasi eh simulasi kelar malah lagi versi 2 35 trus beres kapan milu tinggal hitung hari aplikasi kalau bisa guna mending gausah luncur buat ribet,"the case application is too forced, too rushed, too many problems with space, too many bugs, first version 2 30, how many days will it appear, 2 32, tell the simulation, the simulation is finished, even version 2, 35, then it will be finished, when will it be just a matter of counting the days for the application, if it can be used, it's better, don't launch it, it's complicated"
sangat apresiasi aplikasi tapi pakai banyak performa server pusat baik karena login sulit kalau upload foto rekap interface aplikasi baik lebih enak lihat mudah user erti kalau memang siap launching jangan di launching kan baik error-error yang ada dulu,really appreciate the application but it uses a lot of good central server performance because logging in is difficult if uploading a photo recap the application interface is good it's better to see it's easy for the user to understand if it's ready to launch don't launch it right the errors that exist first
kurang bug mudah login sinyal kecil kalau aplikasi tetap jalan soal kalau mode offline ediy angka satu satu malah mudah kerja kpps misal besok hari h aplikasi matang rubah atur tidak usah guna dulu tambah bingung kerja kpps lain keteter tambah tombol edit check gambar bisa check ulang jumlah hla kalau salah satu kali jadi salah semua,"less bugs, easy to log in, small signal if the application continues to work, the problem is that in offline mode, ediy, numbers one and one, it's even easier to work with KPPS, for example, the next day, the application will be ready, change settings, no need to use it first, get confused, work with other KPPS, keep adding the edit button, check the image, you can recheck the number of hla if one goes wrong, everything goes wrong"
terlalu paksa guna siap bilang ada bukan matang banyak bug  error lot tetap indikasi ada bobol data curang suara lihat kualitas kemananan server aplikasi tidak jelas h-11 milu,"too forced to be ready to say there are not enough bugs, lot errors, there are still indications that there is a data breach, cheating, sound, see the security quality of the application server is not clear, h-11 milu"
update malah bisa masuk kendala username password nya salah padahal username dan password nya di guna password sudah otomatis simpan di hp layak pakai aplikasi ini bukan nya mudah malah ngabisin kuota hadehh,"Updates can even cause problems with the username and password being wrong even though the username and password used are already automatically saved on the cellphone. If you use this application, it's not easy, it actually uses up your quota, hahaha"
sangat apresiasi sekali hadir aplikasi ini namun waktu simulasi serta lain mengalmi beberapa kendala aplikasi salah baca data ambil hasil ambil gambar selalu buram kurang maksimal ambil gambar berulang2 tetap slow respon depan moga waktu laksana hari h semua kendali jalan baik moga depan negara indonesia jadi negara lebih maju pimpin baru,"I really appreciate this application, but during the simulation and other things, I experienced several application problems, misreading the data, the results of taking pictures were always blurry, not optimal, taking pictures repeatedly, the response was still slow, hopefully the time will be like the day before, all controls are good, hopefully the future of Indonesia will become a more developed country. new lead"
dowloadnya lama udah terdowload mau masuk ana susah sekali aplikasi benar ini udah mau 2 jam bolak balik masuk dalam aplikasi susah bisa masuk selalu muncul jadi salah inisial aplikasi gagal dapat sertifikat digital,"the download is taking a long time, it's been downloading, I'm trying to log in, it's really hard to get the application right, it's been going on for 2 hours, going back and forth in the application, it's hard to get in, it always appears so the initials are wrong, the application fails to get a digital certificate"
mohon baik codingan nya scanner nya dpt mengscan walaupun foto nya pas mohon maksimal menu edit info dr pps menu edit halaman belakang tidak guna harus edit pusat walaupun saya edit bisa dan dapat di submit jika hal benar menu edit halaman belakang dpt guna sesuai fungsi,"Please be good at coding, the scanner can scan even if the photo is right, please maximize the edit menu info from PPS, the back page edit menu is useless, you have to edit it centrally even though I can edit it and can submit it if it is correct, the back page edit menu can be used according to the function"
belum ingin apresiasi digitalisasi aspek kait milu tapi 1 masalah log in banyak error jadi login lalu aplikasi lalu web ada kendala 2 buat pandu elektronik jelas upa video kait atas masa login ini saat bimtek banyak tidak bagi ikut meeting zoom 3 hendak laku uji jauh hari 1 tahun luncur jangan yang tuju mudah malah sulit ty,"don't want to appreciate the digitalization aspect of milu hooks but 1 problem logging in lots of errors so logging in then application then web there are problems 2 make clear electronic guides upa video hooks for this login period when many technical guidance don't come to zoom meetings 3 want to do the test in advance 1 year Don't aim for easy, even difficult, ty"
saran saja kalo program kerja apa perintah mau pake aplikasi uji bener lancar buat banyak orang jadi yang pake aplikasi nya sulit hambat kerja saya banyak alami hambat guna aplikasi nya contoh  bisa masuk loading lama jadi mohon baik kendala macam ituu timbang terimakasih,"Just a suggestion, if the program works, what instructions do you want to use, the test application is really smooth for many people, so those who use the application have difficulty, it hinders my work, I experience many obstacles using the application, for example, it can take a long time to enter, so please be kind to problems like that, consider it, thank you"
gagal terus upload foto diupgrade malah tambah sulit  saran mending buat manual saja unggah foto jadi data dukung saja biar cepat mohon baik biar lebih cepat mudah kalo waktu ambil foto gambar tambah menu masuk galeri foto aplikasi sirekap bisa fokus,"It keeps uploading photos failing and upgrading makes it even more difficult. Suggestions, it's better to just upload photos manually so the data just supports it, so it's fast, please be good, so it's faster, it's easier, if when taking photos, add a menu to enter the photo gallery, the Sirekap application can focus"
aplikasi tolol pernah gua install loginnya lama gambar blur jelas ada fitur autofocus ada fitur ambil foto galeri loadingnya lama kek asu makan kalau projek jangan korupsi biar buat aplikasi bagus kek sampah ini tolol ,"I once installed a stupid application, the login took a long time, the image was clearly blurry, there was an autofocus feature, there was a gallery photo taking feature, the loading took a long time, bro, if you're a project, don't corrupt it so you can make a good application, this piece of trash is stupid."
percumah pake aplikasi kalo pake metode manual fungsi aplikasi mudah cepat malah tambah kerja pake mode online otomatis lama nunggu verifikasi foto saran pake mode offline manual input semua data,"It's no use using the application if you use the manual method, the application function is easy, fast, it's even more work, using automatic online mode takes a long time to wait for photo verification, suggestions for using offline mode, manually input all data"
aplikasi banyak sekali bug nya bolak balik update tidak selesai masalah ada seperti aplikasi paksa kesiap jelas sama sekali tambah  kalau 2 operator tidak kerja sma tugas biar lebih cepat masa kalau operator 1 error ditengah2 proses trs operator 2 mulai awal lagi,"the application has a lot of bugs, the updates go back and forth and don't solve the problem, there are problems like the application is forced to be ready, it's completely clear, plus if the 2 operators don't work together, the task will be faster, if operator 1 has an error in the middle of the process then operator 2 starts again"
apk sangat siap guna karena banyak kendala saat login kendala proses inisial eror maupun bug dn telah login divice perangkat satu login divice lain walaupun clear data di apknya tidak bisa login di perngkt lain kembang lebih perhati dn baharu sistim aplikasi,"The apk is very ready to use because there are many problems when logging in, problems with the initial process, errors or bugs and having logged in on one device, logged in on another device, even though the data in the apk is clear, I can't log in on another device, developed more attention and updated the application system."
hasil foto bureng padahal kamera handphone bagus fitur cropnya fungsi baik diupdate malah ada fitur edit salah baca c formulir untuk edit salah input nama pps saksi awas,"The photo results are blurry even though the cellphone camera is good, the crop feature has a good function, it has been updated, in fact there is an editing feature, wrong reading c, form for editing, incorrectly entered the name of the PPS, watchful witness"
aplikasi error sering jadi salah tangan server kurang rensponsif padahal satu tps sama ada 2 sirekap kata salah satu bagai cadang pas penginputan data sirekap 1 2 beda jadi masalah takut jadi curang double data,"Application errors often result in the server's hands being less responsive even though there are 2 sirekaps in the same TPS, one of which says it's like a backup when inputting data, sirekap 1 or 2 are different, so there's a problem, I'm afraid of double data cheating."
pake samsung a20s versi 11 kamera aplikasi sirekap sangat buram kamera bawa jernih jelas segera baik ada pemberitahuan sirekap guna handphone versi berapa versi 11 hasil foto buram versi 7 hasil foto bagus aplikasi keluar terus,"using a Samsung A20s version 11, the sirekap application camera is very blurry, the camera brings it clear and clear immediately, there is a sirekap notification for what version of the cellphone, version 11, the photo results are blurry, version 7, the photo results are good, the application keeps coming out"
loadingnya lama handphone sudah masuk handphone canggih padahal kamera ambil gambar juga perhati yang baca kamera ultrawide tingkat tajam jadi kurang buat sistem sering salah baca teks,"It takes a long time for the cellphone to load, it has become a sophisticated cellphone, even though the camera takes pictures, pay attention to those who read the ultrawide camera, the level is sharp, so the system often misreads the text"
1 update kata lebih baik nyata sama aja 2 sinkronisasi foto lama 3 kualitas foto jelek filter tambah dar fokus tidak ada 4 keluar sendiri sesi habis kalo gitu sinkron foto jangan lama2 biar cepet kerja 5 sulit tugas hidup,"1 update says it's better to be real, it's the same 2 sync old photos 3 photo quality is bad filter added and focus is not there 4 exit yourself the session runs out if that's the case sync photos don't take too long so you can work quickly 5 difficult life tasks"
kemarin update tes upload foto bisa trs sekarang nyobain buat login eh keluar pop up ada profil aktif trs coba update aplikasi nya versi baru 2 februari cobain login malah muncul perangkat registrasi akun lain gitu terus sampe 3 menit coba ttep gabisa trs coba hapus chace hapus data apk masukin data tapi malah stak dapat kunci digital udah coba hapus sidik jari trs bikin ttep gabisa lucu,"Yesterday the photo upload test was updated, now I'm trying to log in, a pop up comes out, there's an active profile, so try updating the application to the new version. February 2, try logging in, but another account registration tool appears, it continues for 3 minutes, but it doesn't work, then try deleting the cache, deleting the apk data. Enter the data but instead I can't get the digital key. I've tried deleting the fingerprint but it still doesn't work. It's funny"
aplikasi kejar tayang aplikasi siap guna di uji coba jauh bulan lalu pada saat di guna serentak ada masalah digitalisasi mudah perangkat siap malah nempersulit,"the catch-up application is ready to use, the application was tested long ago when it was used simultaneously, there were problems with easy digitization of the ready-to-use device, but it was even more difficult"
kak saya bisa login padahal username password sesuai milu sebentar kok kerja nya harus aplikasi selesai kembang sejak lama aplikasi di upgrade susah2 masuk lho kak pas udah masuk situ malah tiba2 upgrade mending kalo bener ini itu nyusahin bgt,"Sis, I can log in even though the username and password match, it's a while, how come it works, the application has to be finished, it's been a long time since the application was upgraded, it's hard to get in, bro, once you've logged in, suddenly the upgrade is better, if that's true, it's really a pain."
aplikasi ratus persen siap guna knapa 1 login sering susah eror mungkin server optimal baru simulasi lho belum nanti kumpul data pda tgl 14 nanti 2 hasil foto aplikasi sirekap dukung flash fitur eis bawa hp foto rawan goyang hasil blur parah,"the application is hundred percent ready to use why 1 logging in is often difficult with errors maybe the optimal server is just a simulation, you know, not yet, I'll collect the data on the 14th 2 photo results sirekap application supports flash eis feature bring cell phone photo prone to shake resulting in severe blur"
mohon benah kembali aplikasi sangat layak pas unggah sering keluar sendiri untuk kamera sangat burem mohon ada menu langsung upload foto agar hasil gambar lebih jelas jernih,"please fix the application again, it is very suitable when uploading, it often exits by itself, the camera is very blurry, please have a menu to directly upload photos so that the image results are clearer."
bisa ganti password untuk masuk lanjut gagal kait inisial keluar pas masuk untuk coba malah bisa masuk padahal guna password baru padahal hari laksana dekat kendala aplikasi selesai sangat sangat kecewa,you can change the password to enter and then it fails to hook the initials out when you enter to try instead you can enter even though you use a new password even though the day is close the problem with the application being finished is very very disappointed
aplikasi hambat waktu selesai acara milu percuma hasil di ganda biar banyak nulis cepet selesai dengan ada aplikasi siap itu percuma bakal tidak ada beda sama tahun belum bakal tetep pulang subuh lagi,"the application is slow when finishing the free milu event, the results are doubled so you can write a lot quickly and finish with an application ready, it's free, there will be no difference in the year, you won't still be home at dawn again"
tuju cipta digitaliaasi sangat baik efisien waktu bantu data tetap aman hasil lapang sesuai target alhasil sering jadi bug salah satu waktu mau upload data ke log out terus login lagi marker deteksi leta fitur nya terlalu ribet tidak mudah guna sekali kalo masuk data saksi tidak hapus entah bagaimana cara hapus nya moga waktu hari h tidak ada kendala demikian,"the aim of creating digitalization is very good, efficient, time, helping data stay safe, field results are according to target, the result is often bugs, one of the times I want to upload data, log out and then log in again, the feature detection marker is too complicated, it's not very useful, if I enter the witness data, it's not deleted somehow. How to delete it so that there are no such problems during the day"
aplikasi mlah susah fokus foto tidak bagus scan manual force close jaring sibuk aplikasi coba saat milu langsung sudah punya kualitas buruk saat milu laku,"the application is difficult to focus, the photos are not good, manual scan force close, the net is busy, the application is tried when milu goes straight, the quality is bad when milu sells"
baik kualitas aplikasi kalau mau rekap hasil milu jalan lancar fix sangat bagong ni aplikasi mencet tombol jari gel tetep bisa baca tuh sidik jari,"the quality of the application is good, if you want to recap the milu results, it runs smoothly, the fix is ​​very good, this application presses the gel finger button and can still read fingerprints"
aplikasi henti selesai penginstalan saja itu bisa buka sejak pagi tadi sore ini lagi apa iya mau guna handphone pribadi input data pilih presiden bagaimana kalau hitung suara telpon masuk pesan wa masuk dsb tidak siap guna perangkat seperti laptop pc jenis saja,"the application has stopped after installation, it has been open since this morning, this afternoon, do you want to use your personal cellphone to input data, vote for the president, what if you count the votes, incoming calls, incoming messages, etc. Not ready to use devices such as laptop PCs only."
siap software matang bingung admin tiap tps banyak eror jadi log in tidak bisa entah apa hampir semua alami kendala sama h-10 software tidak sesuai bayang teknis moga cepat baik demi lancar milu,"ready, the software is mature, the admin is confused, every tps has a lot of errors, so I can't log in, I don't know what, almost all of them have problems with the same h-10, the software doesn't match the technical expectations, hopefully it will be fast, good for smooth sailing"
mohon segera tingkat bro besok lusa udah dipake sekarang buat uji coba lama banget proses ada beberapa eror kwalitas gambar hasil foto kalau di perbaikin ada mode buat ngefokusin laah sama pemprosesan data diperbaikin biar lebih cepat baca data yang tepat msak 5 kali salah terus bro,"Please rate it immediately bro, I'll use it the day after tomorrow, now for a trial, the process takes a really long time, there are some errors in the image quality of the photos, if you fix it, there's a mode for focusing and data processing, fix it so it's faster to read the right data, it's wrong 5 times, bro."
hasil scan burem bisa fokus baca hasil padahal kamera asli android jernih bisa disetting pula mohon tingkat kualitas gambar itu pengaruh hasil trima kasih,"the scan results are blurry, you can focus on reading the results, even though the original Android camera is clear, you can also set it, please, the level of image quality affects the results, thank you"
kpu ri gimana sih kok langsung login loading nya lama tidak masuk halaman akun malah suruh buang data cache kemudian sampah data aku buang ehh malah sama ajaa gimana nih ribet sistem nyaa,"KPU RI, how come it takes a long time to log in, it takes a long time to enter the account page, instead it tells me to throw away cache data, then I throw away the trash data, but it's the same, what's wrong with the system?"
